Accession,A_NAT_151,A_NAT_264,A_NAT_661,A_NAT_692,A_NAT_803,A_NAT_919,A_T_151,A_T_264,A_T_661,A_T_692,A_T_803,A_T_919,I_NAT_160,I_NAT_253,I_NAT_557,I_NAT_693,I_NAT_954,I_NAT_978,I_T_160,I_T_253,I_T_557,I_T_693,I_T_954,I_T_978
Q15418,22.6211,21.4089,21.6217,22.2158,22.4834,20.0725,22.4691,22.8059,22.5326,22.9629,23.3239,22.6273,22.4437,21.9308,22.7382,22.9444,22.0909,21.1842,22.4296,22.4161,22.6114,23.1288,22.9521,20.8182
Q15427,21.7062,19.8836,21.2966,21.6951,21.6933,21.4533,22.0881,22.6975,21.4154,21.2319,22.3282,22.0017,21.42,21.2825,21.6455,21.7702,21.7078,21.0285,21.1731,22.0533,21.7133,22.3118,21.736,21.1981
Q15435,25.9144,25.2679,25.0517,25.2633,25.443,25.7104,25.4796,25.0315,25.4796,25.1515,25.1804,25.4219,25.7482,25.2368,25.5577,25.5116,25.3544,25.2713,25.3479,25.0441,25.6024,25.7071,25.0535,25.3527
Q15436,23.1754,23.5805,23.5502,23.0887,23.2349,23.2369,23.1428,22.622,23.492,22.6209,23.3468,22.7328,23.1189,23.1953,22.2965,22.5805,22.8569,22.9232,22.6367,22.3373,22.5451,23.0632,22.4344,22.7148
Q15437,26.462,24.3735,24.8741,25.3853,25.6322,25.3207,26.5062,26.2539,25.5197,26.0462,25.4898,26.3808,25.4956,24.7552,25.8354,26.1306,25.8574,25.1369,26.1996,26.2056,26.0212,26.2247,26.1136,24.4848
Q15459,24.6404,24.3222,24.4751,24.0897,24.5071,24.1524,24.7089,25.0853,24.5695,24.7623,24.6339,24.8239,24.1722,23.8128,24.3278,24.6877,24.6087,24.2777,24.9424,24.8848,24.4937,24.7938,24.8868,24.2167
Q15477,22.6643,21.9988,22.3734,22.1596,22.7728,22.445,22.4452,22.7521,22.3899,22.7903,22.778,22.8223,21.8995,19.2906,22.8605,23.0784,23.2818,22.192,22.3749,23.0969,23.0309,23.235,22.8938,22.1794
Q15582,27.8138,28.9819,29.181,28.1786,27.8247,28.4877,27.3082,28.1923,28.3677,28.9743,27.9455,27.6945,28.003,29.3731,27.8443,27.7344,28.3956,29.0395,27.9703,27.5546,27.8815,28.166,28.0414,28.7504
Q15599,22.4031,20.4343,21.2051,22.6396,22.6798,22.0786,22.1839,23.0976,22.5015,22.4863,22.3534,22.6875,20.5841,20.8665,22.693,22.0094,22.0978,21.5412,22.4317,22.0167,22.5197,20.4057,21.6105,20.6654
Q15628,21.5983,21.9366,20.6597,21.4871,21.5413,21.0742,21.4771,20.7327,20.684,21.7271,21.881,21.2354,21.5877,20.966,21.7812,21.3089,21.6643,21.7,20.8805,21.3601,21.4194,20.9957,20.5316,22.1587
Q15629,22.4109,22.0629,21.6853,22.1722,21.7188,21.358,22.1212,22.1672,21.6875,20.6016,21.643,22.0815,20.5302,20.0179,21.9181,21.8997,21.4348,21.9293,21.0638,21.9074,21.5942,22.1077,21.481,19.9011
Q15631,24.0983,24.0396,24.4124,24.1884,24.2318,24.089,24.4079,24.7476,24.2752,24.4599,24.2218,24.2712,24.1313,24.2397,24.2512,24.2638,24.4085,24.4784,24.3456,24.29,24.195,24.1746,24.4669,23.7393
Q15637,23.4169,23.2572,23.6383,23.8345,23.7042,22.6408,23.892,24.717,23.6759,24.3449,23.7108,23.7626,24.0544,22.8395,23.4502,23.9467,23.5069,23.2332,24.0646,24.2025,23.2536,23.985,23.8049,23.01
Q15654,24.5267,25.4976,25.4316,24.571,24.9088,24.5222,23.7607,23.6266,25.4068,24.4434,24.8904,23.698,24.2252,25.1053,23.9914,24.0928,24.098,25.2902,23.9055,22.797,24.2029,24.3679,23.799,25.1425
Q15661,28.1865,26.3149,27.6497,23.2389,28.2692,26.7959,27.3859,25.806,26.6947,26.1931,28.1877,26.8764,25.4254,26.8921,26.1898,27.5878,27.1792,26.729,25.8175,26.8919,26.7959,27.4613,27.85,26.6513
Q15691,24.9896,25.0995,25.1795,25.2019,24.9242,24.8064,24.7507,24.8023,25.1633,24.9889,24.6863,24.6357,24.8611,25.3668,24.9299,24.9237,25.2281,25.4251,24.8816,24.539,25.0172,24.9299,25.0099,25.5165
Q15717,24.5083,23.4858,23.7112,24.313,24.9166,24.044,24.868,25.6222,24.6104,24.3953,25.0628,24.4939,24.0802,24.0544,24.5719,24.9449,24.8213,24.1861,24.5397,25.0838,24.4802,24.2508,25.1561,24.0224
Q15746,30.4709,31.1292,30.7142,30.6962,30.7266,30.9995,29.6441,28.8398,30.6214,29.9109,29.8419,29.4465,30.7585,31.1049,30.4573,30.3655,30.3079,30.9532,30.0006,28.9928,30.0912,30.4426,29.7572,31.196
Q15750,21.7578,21.1848,21.6021,21.142,21.1835,21.4835,21.1377,21.5539,20.2584,21.9468,21.1561,21.8217,21.5135,21.084,21.5183,21.6874,21.6299,21.2142,22.0428,21.1091,21.5422,21.7849,21.5884,21.3556
Q15758,22.9232,22.4068,22.7362,23.0542,23.0453,22.7451,23.4246,22.8966,22.1758,23.0159,21.7569,23.211,22.5543,22.4465,23.3108,23.4242,23.0769,21.7708,23.0125,23.8403,22.6002,22.8634,21.9716,21.2647
Q15833,22.6381,20.2195,19.9648,22.7778,22.8263,21.8825,23.7971,23.7996,21.8717,21.4013,23.2497,22.3276,21.9784,20.6253,22.961,23.2367,22.6871,21.5092,20.6194,24.0282,23.3298,22.3975,23.3427,19.8833
Q15836,24.2656,23.3129,21.7365,20.0769,20.4361,24.6053,23.1751,23.652,23.3547,20.6069,23.6667,24.538,20.3482,21.045,22.8604,23.4089,23.5757,23.6731,24.7542,23.6982,24.1914,23.9682,23.8468,23.3159
Q15843,24.5287,23.3926,23.7454,24.7338,24.0689,20.6742,24.6805,23.7162,24.3928,24.8566,24.2182,23.6583,24.4998,23.5042,23.7855,24.0863,23.7705,23.1263,23.97,24.1484,23.8672,23.8274,24.5915,23.9538
Q15907,25.8534,25.6532,25.5704,25.6762,26.0337,25.9617,26.0134,26.3276,25.5567,26.0172,26.0935,25.8975,26.0502,25.5439,25.9114,25.9267,25.6893,25.8242,26.1815,26.1136,25.8749,25.9,26.1488,25.8629
Q15942,26.5992,27.5827,27.0483,27.3557,26.7739,27.5446,26.403,25.6239,27.0522,26.8508,27.1106,26.1055,27.0667,26.9071,26.8948,26.7839,26.3863,27.3926,26.6116,25.6436,26.5875,26.6491,26.0506,27.4314
Q16134,22.2028,20.2899,22.0267,22.077,21.7944,21.66,22.3006,22.7547,22.3316,22.0918,22.2455,22.0535,22.0201,20.5411,22.4572,22.4037,22.8959,22.7742,22.761,22.9259,22.3354,22.948,22.8093,21.9609
Q16181,26.3892,27.0573,26.6133,26.6294,26.7783,26.3713,26.0791,27.2364,26.8259,26.6455,26.8522,26.2178,26.3671,26.7081,26.4513,26.4675,26.565,26.9803,26.2861,26.2904,26.6238,26.5233,26.6851,26.731
Q16204,24.1362,23.8847,23.5981,23.7006,23.433,24.2512,24.4777,25.0263,23.6737,24.2256,24.5696,24.0003,23.7403,23.6172,23.5432,23.6534,23.4167,23.1293,24.2921,23.7539,23.6328,23.8611,23.6067,22.5512
Q16270,21.2232,22.0702,22.2769,21.6166,21.3535,21.5819,20.9029,22.314,22.3794,21.7773,21.739,21.525,21.141,21.4474,21.5898,20.6076,21.7023,22.0122,21.3784,20.0612,21.5106,21.0015,20.0415,22.1321
Q16363,26.7909,27.8436,27.5205,27.2557,27.1455,27.1935,26.3474,26.3262,27.449,26.5939,26.3383,25.5926,27.016,27.3758,26.7727,26.98,26.8784,27.5836,25.9633,25.8208,26.8441,26.7468,26.7798,27.6865
Q16401,25.4608,25.0035,25.2702,25.1419,25.5757,25.162,25.0184,25.0907,25.1061,25.538,25.215,25.4714,25.2262,24.984,25.6862,25.4242,25.0949,24.6267,25.5148,24.8062,25.2708,25.3066,25.4089,24.9639
Q16512,19.9851,20.8157,20.2474,21.6972,20.2982,20.9059,20.2983,21.4419,20.6002,20.7635,20.6688,19.8613,20.4876,20.0445,21.2736,20.3927,20.5865,20.3056,20.5523,20.3955,20.136,20.0029,21.5866,20.1717
Q16513,22.5704,21.8806,20.7067,22.3301,22.1646,21.4225,22.1333,21.9707,21.9987,22.0976,21.6866,21.1598,22.2022,21.3813,22.3672,22.3107,21.9735,22.2324,22.0793,21.8748,22.0934,22.2646,22.0077,21.5101
Q16527,23.3461,24.8479,24.9051,23.334,23.7084,23.1595,23.5211,24.5147,24.6921,23.031,25.2729,23.3031,23.5191,23.1933,23.7743,23.1282,23.8325,25.2324,23.3924,23.3458,23.9989,23.4886,23.2866,25.0562
Q16531,25.8876,25.5072,25.4386,25.6421,25.8902,25.1371,26.1056,26.011,25.4637,25.9025,25.865,25.625,25.3692,25.6454,25.9081,25.9572,25.5436,25.536,25.6535,26.4258,25.7688,25.926,25.8604,25.5735
Q16537,21.7431,21.7264,21.6028,20.9857,21.5582,21.5281,21.2532,21.5372,21.4287,21.5308,21.5147,21.5723,21.426,21.5162,21.3389,21.5481,21.523,21.5617,21.3575,21.3516,21.2943,21.7692,21.2013,21.4037
Q16543,23.9023,24.2062,24.4442,24.0692,24.3012,23.9875,24.1174,24.3015,23.9408,23.7146,24.5688,23.6527,23.8408,23.6909,24.2247,23.9872,23.8136,24.1317,24.1025,24.0994,24.1342,23.6338,24.007,23.4361
Q16555,27.7019,28.5755,28.2937,27.2744,27.5713,27.3323,27.6506,27.1435,27.8182,27.4084,27.8321,26.9367,27.333,27.7622,27.1335,27.0794,27.1419,27.8265,27.0625,26.7778,27.1151,27.0002,27.3287,27.8391
Q16563,25.1075,24.8008,24.7828,24.3604,24.8434,25.2443,25.0514,24.609,25.1609,24.6089,24.4759,25.3729,24.9867,24.2371,24.7698,24.5934,24.568,24.6586,24.0488,23.9992,24.6401,24.1907,23.842,25.0311
Q16576,23.1562,23.1974,19.0875,23.7559,23.4215,22.9173,24.0201,24.0128,22.7374,23.4697,23.9477,23.3774,23.5046,23.6834,22.7843,23.7747,23.2862,22.9979,23.7201,23.8409,23.1651,23.5171,22.9808,22.8803
Q16629,20.9589,20.6211,23.5316,23.4922,20.5679,23.0819,24.0273,25.0195,21.4979,24.154,20.9141,23.7441,23.106,22.1137,22.3937,23.8869,24.8107,23.6235,24.1279,23.1137,24.0626,20.396,20.2711,23.0438
Q16630,22.7851,20.2603,22.6939,23.0048,22.5243,22.7899,22.5775,24.5287,23.0709,23.6512,23.2604,23.3757,22.7111,22.3278,23.4046,23.0698,23.3727,22.8778,23.4345,23.838,23.0654,23.0645,23.5341,20.9894
Q16643,23.2058,23.5859,23.9135,23.5767,23.2963,23.5198,22.9811,23.4553,23.6586,22.7812,23.8072,22.9338,23.3745,23.8452,23.1339,23.2617,23.3843,23.9267,23.2686,22.6956,23.3886,23.517,23.8174,23.8555
Q16647,24.4138,25.6247,23.7443,24.4011,24.3693,24.7183,23.4753,23.3361,23.8683,24.4397,23.6029,23.4521,24.5629,24.8762,24.2807,24.3852,23.6729,25.2839,23.8746,23.6192,24.2826,24.5859,23.7048,24.8173
Q16651,23.2696,21.1763,22.2455,23.0533,24.4333,24.7325,23.8553,25.8357,22.0959,24.5013,24.5824,24.1053,24.6924,22.5571,24.2681,22.6217,23.6904,23.3733,24.1005,24.8111,25.63,23.033,24.7769,22.7314
Q16658,22.124,23.2255,22.4801,22.4954,22.717,22.2351,23.4906,23.6877,22.3479,23.5482,23.9156,21.6365,21.9827,21.7711,22.4099,22.1755,23.0367,23.0938,21.6081,22.4058,22.6805,21.1734,22.9139,20.8051
Q16666,21.9572,23.8636,23.5158,21.6219,22.5993,20.9672,22.1898,23.4228,22.4212,22.384,21.3082,21.9388,21.5887,21.6379,20.5637,21.984,22.7,22.3567,21.6519,21.9929,21.6583,21.323,21.506,23.103
Q16698,25.8221,25.1407,25.4409,25.3914,25.7287,25.0125,26.5746,26.4665,25.2575,25.6188,26.527,25.8848,24.6758,25.3984,25.921,25.4872,25.7174,25.4653,26.0905,27.481,26.1526,25.7473,26.1232,25.3088
Q16706,22.5628,20.9526,21.4605,21.1641,21.1987,20.4466,22.7787,23.4763,21.9379,23.3188,22.5368,21.4316,22.2455,19.8918,22.7169,23.0853,22.581,21.4896,22.8423,23.9337,22.4285,23.8812,22.833,21.8272
Q16718,23.5727,22.219,23.4838,23.3852,23.0671,22.458,23.7915,24.0877,23.2687,23.1193,22.9322,23.6853,23.2794,22.5405,23.0503,23.2255,23.7464,23.6322,23.6825,23.8387,23.6413,23.2901,22.5669,23.6183
Q16762,22.9664,22.0084,22.6657,23.8037,23.7094,23.4121,25.3354,24.0888,24.5219,22.9005,26.0575,24.9618,23.1963,20.3055,24.6185,24.3844,24.9932,24.3459,24.3973,24.7532,25.069,24.9952,24.5759,24.2831
Q16774,21.9259,22.2204,21.5502,21.5813,21.8329,21.1115,22.0307,22.1425,21.2504,21.6888,22.1117,22.1993,21.7761,22.2853,22.1666,21.4475,20.7254,22.1579,21.1016,21.3157,19.9433,21.3957,20.5911,21.7098
Q16775,23.9179,24.4059,23.925,24.0256,23.8874,24.0992,24.0514,23.9145,24.2137,24.1435,23.929,23.6406,23.9174,23.6752,23.9513,23.8392,23.8338,24.5852,23.7746,23.6862,24.189,24.2649,24.507,24.4766
Q16778,29.972,29.9431,30.3803,29.7025,30.0238,30.8332,29.8566,30.3956,30.0963,29.8737,29.4217,30.769,31.2866,29.5612,29.9076,29.7478,30.0373,29.6449,30.8756,30.0712,30.107,29.8736,30.2202,29.7105
Q16787,23.895,25.8892,25.4482,24.2208,24.1349,22.3576,23.0301,23.1916,25.9833,22.146,23.0628,20.8331,23.4175,26.2667,23.7995,23.5506,24.2052,25.909,20.2378,21.6058,24.5739,22.7954,20.8723,24.9569
Q16795,25.2721,25.1252,24.6564,24.8984,25.1383,24.4762,25.6778,25.4003,25.0941,24.7703,24.9837,25.206,24.9757,25.1183,24.9701,25.0122,25.1427,25.1939,25.0963,25.8556,25.3391,24.968,23.922,24.8645
Q16799,23.7068,22.286,21.6219,21.7944,22.2947,22.9798,24.7126,23.8987,23.41,23.6348,24.888,22.9832,22.4108,21.6542,23.5619,24.2584,23.9391,22.259,23.21,22.9263,23.2881,23.5536,23.767,21.7838
Q16822,22.6136,20.9064,22.7136,22.8363,23.4154,21.5897,23.9254,22.8033,23.0055,23.158,23.667,21.9216,21.5275,22.5851,23.1365,23.1614,23.4156,21.6458,22.9034,23.8032,22.9064,23.4012,23.3764,21.8735
Q16836,25.6213,25.2953,25.2072,25.8968,25.5633,25.2172,26.1251,25.8361,24.6315,24.7556,25.8403,25.8998,25.1174,26.3832,25.7358,25.6584,25.4527,25.5874,25.1743,26.2953,25.4234,25.5979,25.9802,24.959
Q16851,24.6714,24.7481,24.9887,24.7206,24.9189,24.9319,24.7245,24.7089,24.1584,24.9342,25.4765,25.3109,24.8888,24.2215,24.8589,24.8076,24.8454,24.8392,25.5563,24.8633,25.0387,25.1703,25.1688,25.0317
Q16853,28.4697,28.3462,28.7204,29.0303,28.9443,29.2116,27.4875,27.376,28.2749,28.3975,26.8018,27.8359,28.9592,28.7026,28.8371,28.6116,28.3983,28.0321,28.4333,26.9692,27.7142,28.5875,26.8007,29.2292
Q16881,23.835,24.8826,23.5971,23.9997,23.91,23.8916,24.4645,24.2293,24.3951,22.995,24.1494,22.6674,23.6846,24.3127,24.1094,23.8904,23.5144,24.237,23.9242,24.8698,24.1205,23.9175,24.4322,24.0429
Q16890,20.8986,21.5421,20.595,21.2215,21.618,22.7502,21.2998,20.3843,21.336,23.1494,19.8923,22.1269,21.9765,21.7649,21.4601,21.4728,19.532,21.7512,21.9123,21.6426,21.8927,21.1845,20.9277,20.9388
Q16891,25.682,25.8214,25.8762,25.4765,25.7587,25.3748,25.7509,26.2282,25.7917,25.6837,25.9701,25.8897,25.3831,26.0365,25.53,25.798,25.921,25.8689,25.9426,26.2073,25.6313,25.9906,25.9723,25.6611
Q1KMD3,25.6883,25.5626,26.1249,25.7945,25.9755,25.6613,26.078,26.4369,25.9996,26.0705,26.2788,26.1287,25.8112,25.5517,25.7356,25.9858,26.0021,25.7473,26.1538,26.1322,26.0583,25.9885,26.4185,25.6561
Q27J81,21.4997,22.5729,19.9449,22.4249,22.1301,21.8481,21.7733,22.342,21.7585,20.4594,23.0052,20.3455,22.1107,19.8514,22.1343,22.1927,22.521,22.1784,22.043,20.9955,22.2922,21.5731,21.6448,20.7462
Q29RF7,21.7364,21.0497,21.0369,20.9849,21.3947,20.115,21.3506,21.9464,19.2521,21.4701,21.9957,21.7191,20.7655,19.9682,21.5248,21.6086,20.686,21.212,22.0932,21.4246,21.3264,21.6279,21.9575,21.483
Q2M2I8,22.4253,20.8792,21.9853,22.0476,22.1135,21.2095,22.3173,23.1066,22.2058,22.5172,22.3714,22.3104,22.1702,21.4482,22.417,22.0626,21.5327,22.0983,22.3119,22.7336,22.2143,21.7613,22.7802,21.3778
Q2NL98,21.4566,19.65,20.7037,20.4589,19.8385,19.4873,22.1798,21.6076,20.4756,20.9336,22.1416,20.7394,20.8724,20.6586,20.7873,21.6123,21.2503,20.6438,20.2107,22.1974,21.1971,21.3763,21.7091,21.5337
Q2TAA2,23.1883,23.0019,21.8698,22.6959,22.8642,22.8563,23.0061,23.611,22.9541,22.6141,23.4198,22.5056,22.823,22.7022,23.4909,22.7898,22.7803,22.7619,22.612,23.0608,23.2277,23.11,23.493,20.1958
Q2TAA5,22.5157,19.8068,19.6605,21.7314,22.0426,21.8833,22.3105,21.7805,21.5857,21.7018,21.0126,21.9544,21.9997,21.5117,22.1967,20.4087,22.211,21.3972,21.4972,22.2402,22.3725,19.827,21.7834,21.1933
Q2TAY7,22.9653,23.1836,22.8152,22.5632,22.3984,20.2083,23.0083,23.4114,21.1132,23.0068,23.1111,22.9256,21.6774,22.7625,22.8931,23.1689,23.0183,19.6045,22.8355,22.9403,22.9305,22.6278,23.1719,21.7041
Q32MZ4,23.8112,22.4052,23.473,23.535,23.5403,23.4216,24.0948,24.1908,23.8217,24.0566,24.052,23.9684,23.5422,22.895,23.7762,23.8557,23.7511,22.9721,23.7422,24.026,23.9561,23.9587,24.4987,23.1524
Q32P44,20.0998,20.4921,21.0171,20.5729,20.1317,21.0199,20.7939,21.1175,20.1743,20.3874,20.1207,20.9485,21.8538,20.9252,20.6393,20.5039,20.4882,20.4808,20.2676,20.6153,19.8398,19.6517,20.5434,19.7833
Q3LXA3,24.837,23.8389,24.6236,24.5504,25.1558,24.5549,25.1403,25.2906,24.8038,25.1807,24.7494,24.5925,24.8675,24.5001,25.2943,25.1902,24.875,24.8588,25.3523,25.446,25.3848,25.3595,25.1391,24.6454
Q3ZCQ8,21.8585,21.4476,21.1936,21.7874,21.5888,21.221,21.9817,21.8811,21.5161,21.1803,22.2574,21.4733,21.5069,21.4465,21.3447,21.7479,22.0551,21.6991,20.5643,22.1873,21.4049,22.0014,22.3461,21.4217
Q3ZCW2,22.2928,20.2886,19.8817,22.8265,22.6403,22.0938,23.2932,22.8369,19.9006,20.2864,23.4996,22.6669,22.7492,20.2772,23.2113,22.9876,21.8704,21.5173,22.6191,22.8703,22.8297,22.2536,22.0247,20.4992
Q49A26,21.7251,21.3436,22.3398,20.4721,22.0324,20.5708,21.336,23.4468,21.694,20.443,21.8426,22.5148,21.0494,22.0238,21.6276,22.1325,21.7141,20.9628,22.5402,22.1541,21.8691,21.8809,21.4689,21.7835
Q4G0F5,22.9286,22.5558,22.2372,22.2997,22.4747,22.494,23.6687,23.1264,22.4893,22.9969,22.7082,22.9259,22.565,20.5841,22.939,23.085,22.5573,22.5503,23.0583,23.4671,22.8985,22.8737,23.1755,22.4666
Q4G0N4,23.1059,22.5452,20.0073,22.4057,22.6539,22.7308,22.8228,22.597,23.063,22.8785,22.5166,22.973,19.6335,22.8355,22.8105,22.5233,22.7238,22.2534,23.0032,22.8366,22.0752,23.3785,22.2943,22.7802
Q4J6C6,20.4421,20.2514,20.2131,20.6801,20.4141,20.2514,20.0254,20.4742,20.1554,19.6524,20.6803,20.5781,20.0791,20.2036,20.0076,20.2461,21.0336,21.0452,20.6479,20.633,20.5011,20.647,19.9367,20.0386
Q4KMQ2,20.9277,21.9212,21.6851,21.3591,21.444,21.4446,21.4511,21.2285,21.7005,20.9295,21.6988,21.9305,21.0986,21.998,21.3502,20.9074,20.1915,22.3257,20.1956,21.7089,21.4981,21.145,19.2431,21.2899
Q52LJ0,23.9065,23.5857,24.0863,24.0328,24.3279,23.2026,23.9832,24.7653,24.1174,24.3611,23.5087,24.3418,23.678,23.7009,23.8551,24.1301,23.8757,24.1193,25.1174,24.3857,23.9908,24.3707,24.6006,23.7861
Q53EL6,24.213,24.2513,24.2406,25.1645,24.8435,23.9022,25.3921,24.5685,24.6393,25.2663,24.7383,25.4842,25.0034,24.0024,24.6296,24.9728,24.893,24.4259,24.9682,24.8451,24.9887,25.4713,24.958,24.453
Q53GD3,21.3782,20.0608,21.5295,22.2788,22.5813,22.4029,22.9255,24.6014,20.8246,22.9148,21.7831,22.5936,22.6589,21.958,23.0615,22.2895,21.4457,22.2203,22.7487,24.9066,23.4925,21.9987,23.6305,22.3165
Q53GG5,26.4349,27.0957,27.5079,26.9136,26.2974,27.0289,25.8672,25.3632,27.2371,26.9621,26.5482,25.7847,26.7363,27.5423,25.9885,26.1696,26.2645,27.1807,26.3679,25.8243,26.2674,26.9516,26.3816,27.1582
Q53GQ0,25.5365,25.221,25.0829,25.5406,25.5907,24.814,25.3742,25.8681,24.7605,24.5002,26.0875,25.007,25.2254,25.5325,25.465,25.617,25.5183,25.4038,24.8772,25.2085,25.3189,25.0648,25.595,24.9281
Q53H12,22.3951,21.6631,21.4769,22.1301,22.6275,20.4425,22.8402,23.3438,22.1858,22.2013,22.9462,22.8737,21.6463,22.34,22.4567,22.5899,22.0339,21.9914,21.8455,23.9263,22.6052,22.9402,23.1623,22.0763
Q53H96,21.8717,21.5868,21.6649,20.9495,21.781,21.5381,22.0886,23.9308,21.2837,22.8516,22.1922,22.4305,21.5681,19.7699,22.4902,22.6186,22.1613,21.6387,22.158,23.1775,22.2314,22.7814,21.4282,21.102
Q53HC9,21.6491,20.7863,20.8161,20.8235,21.356,19.7407,21.3484,21.6477,21.3451,21.5998,21.275,22.0145,20.1976,20.3455,21.5783,21.7619,21.6178,21.4102,21.9484,21.9579,21.7484,21.8326,22.0941,21.3436
Q53SF7,24.5948,23.3847,22.822,24.54,24.3935,23.1107,23.3163,24.5908,24.3218,24.3331,21.2775,24.7882,24.1686,22.0907,24.5017,24.6514,24.2973,23.585,24.669,24.2215,24.3744,24.5816,24.7233,23.8662
Q53T59,21.7439,21.9912,22.5941,21.9286,21.804,21.7746,22.0881,22.425,21.9614,21.518,22.3952,22.4801,22.0512,21.5578,21.6525,21.5036,21.6322,21.6232,21.9357,21.4401,21.8203,21.9214,21.3767,21.8389
Q567U6,20.3066,20.0438,20.4027,19.5318,20.0699,21.2002,19.9074,20.6966,20.4069,20.6397,20.5489,20.3158,21.5098,20.9178,20.2189,20.5796,20.4667,20.6472,20.3841,20.3445,20.7088,20.459,20.2426,20.7035
Q58FF6,23.0924,20.5726,19.5497,23.7241,20.9185,23.1312,23.3896,22.6475,22.9798,21.022,23.5466,22.6779,22.4687,23.0035,23.6257,22.9322,22.6184,22.0933,20.7604,24.1766,20.5584,22.6696,22.0305,22.1564
Q5GLZ8,22.8853,22.0249,21.1906,22.3815,22.1679,21.2003,23.1365,22.9357,21.6807,22.0641,22.7678,21.8849,22.397,21.678,22.4626,22.7283,22.5445,21.7584,21.5679,22.7048,22.2172,22.8549,20.8402,20.4088
Q5H9R7,21.9668,21.9014,19.9965,21.6339,21.9201,20.4113,21.8233,21.7374,21.8705,22.0501,22.1842,21.8798,22.0571,22.212,21.9255,21.7963,21.6003,21.5661,22.2814,21.6807,21.4563,21.6244,22.1778,21.5044
Q5JPE7,23.5893,23.0408,22.8366,23.1303,23.5013,22.8089,23.5731,24.1765,23.4437,23.6428,23.0659,23.7331,23.1751,23.2176,23.5382,23.5054,23.4653,22.8087,23.6221,23.7889,23.3492,23.3574,23.4396,22.8881
Q5JRA6,24.8022,20.7916,23.6806,24.5228,24.3959,24.4058,25.3901,25.4146,24.7652,25.5196,23.7358,25.5428,24.5608,23.3244,24.6638,24.7721,24.7152,23.2765,25.0771,25.6836,25.1733,24.9425,25.1636,23.2723
Q5JRX3,23.7605,23.1581,21.9881,24.0046,24.2867,20.996,25.3309,23.533,22.6539,22.8833,24.9232,23.1644,22.7926,21.1874,23.769,23.246,23.4458,23.2423,23.9113,23.6553,23.4495,23.7035,24.4934,23.4736
Q5JTV8,24.6139,24.2656,24.0969,24.4841,24.4593,23.7204,23.5058,24.5394,24.6053,23.3699,24.2648,23.6302,24.2117,23.9714,24.0801,24.3827,24.3354,24.3064,23.715,23.8812,24.3875,23.5404,24.2697,24.2408
Q5JWF2,24.1775,24.9947,24.509,24.2477,24.4359,24.3953,24.7703,24.3633,24.4234,24.3993,24.6175,24.5244,24.301,24.8568,24.7836,24.4321,24.1002,24.5837,24.7684,24.4139,24.7291,24.2655,24.3451,24.2771
Q5R3I4,22.7915,21.0152,21.3479,21.9566,23.4143,21.5093,24.0428,23.4669,22.6375,23.0066,23.8388,22.6148,24.0483,23.0044,24.1224,23.9506,23.5182,23.822,24.8411,24.5353,24.018,23.8163,23.5791,23.4958
Q5SRE7,23.0269,22.2977,22.6471,23.3288,23.3838,22.9456,23.5548,21.1568,22.3818,23.0603,21.8042,22.4968,22.3526,19.5178,23.9502,23.3049,23.1263,22.7028,23.2905,22.0662,24.3903,23.483,21.0659,22.8875
Q5SSJ5,25.8623,26.3877,26.8182,25.9713,26.1156,25.8366,26.3314,26.9344,26.4789,26.4547,26.4605,26.7804,26.3593,25.9776,26.234,26.3733,26.3763,26.1812,26.9392,26.3687,26.5611,26.3501,26.5941,26.2086
Q5T2T1,22.7833,21.178,21.4168,22.731,22.8554,20.4441,22.9269,23.0831,20.5709,20.3677,22.82,22.1307,21.9303,21.1342,22.7811,23.9354,22.5402,21.7409,22.0043,22.8784,22.777,23.2686,21.8802,20.8875
Q5T4S7,23.821,22.2634,22.111,23.4538,23.3381,22.4447,23.781,23.9271,23.7179,24.4005,24.0069,23.8168,23.0246,22.2327,23.8192,23.7394,23.5666,22.9303,23.5,23.6709,23.7832,23.7025,24.0184,22.3811
Q5T5P2,22.5599,20.5956,22.4211,22.7978,22.8221,21.0994,20.6512,22.3255,21.7299,22.217,22.7322,22.7416,22.5728,21.0532,22.5513,23.3542,22.9461,20.3082,22.6115,22.2396,22.778,22.7245,22.3454,21.3698
Q5T6V5,22.0527,21.8474,21.624,20.2765,22.646,21.7539,22.5996,22.7893,21.8466,22.6397,22.4264,21.6936,22.2318,21.451,23.1117,22.8575,22.1102,21.9323,23.289,23.0992,22.6731,22.6174,23.3818,19.8909
Q5TDH0,23.8639,21.6886,20.0722,23.3679,23.4356,22.7614,23.8232,23.8782,23.6589,24.2086,23.6775,24.0231,23.7669,21.4566,23.6831,23.7514,23.5759,22.8093,24.2587,23.6223,23.6707,23.7366,24.0558,21.7024
Q5TFE4,23.7031,22.3452,22.3406,22.8802,23.218,23.1734,23.3231,24.0074,21.3857,23.297,23.6736,24.1716,23.4237,22.1748,23.0951,23.4271,23.1958,22.6663,23.6686,23.8381,23.0893,23.6883,23.7019,22.0471
Q5TH69,23.5774,21.1541,20.4708,21.8584,23.1466,21.2381,23.7591,26.9518,21.7204,23.4501,23.7972,23.0551,22.5693,22.3042,23.2551,23.8778,23.0513,19.9857,23.8141,24.6545,23.2578,24.1596,24.756,20.9765
